Empreendimento,Tipo de Geração,Potência Outorgada (kW),Latitude,Longitude,DscMuninicpios
Jerusalém II,EOL,29400.0,"-5,63240774","-36,11074351",Lajes - RN
Jerusalém III,EOL,29400.0,"-5,65126736","-36,10055786",Lajes - RN
Jerusalém IV,EOL,29400.0,"-5,67592083","-36,10175167",Lajes - RN
Jerusalém V,EOL,29400.0,"-5,67893896","-36,11808882",Lajes - RN
Jerusalém VI,EOL,33600.0,"-5,68753575","-36,12439588",Lajes - RN
AC V,UFV,39496.0,"-15,36376389","-43,79035278",Jaíba - MG
AC III,UFV,39496.0,"-15,36046944","-43,80889722",Jaíba - MG
AC IV,UFV,39496.0,"-15,35932222","-43,79888611",Jaíba - MG
AC VI,UFV,39496.0,"-15,36711667","-43,79499444",Jaíba - MG
Ciranda 1,UFV,49500.0,"-7,96478611","-38,63067500",São José do Belmonte - PE
Ciranda 2,UFV,49500.0,"-7,95388611","-38,62964444",São José do Belmonte - PE
Futura 1,UFV,31474.8,"-9,65917778","-40,67818611",Juazeiro - BA
Futura 2,UFV,31474.8,"-9,66278333","-40,67706389",Juazeiro - BA
Futura 3,UFV,31474.8,"-9,66879166","-40,67576389",Juazeiro - BA
Futura 4,UFV,31474.8,"-9,67440556","-40,67577222",Juazeiro - BA
Futura 5,UFV,31474.8,"-9,68020833","-40,67469167",Juazeiro - BA
Futura 6,UFV,31474.8,"-9,68698611","-40,67313888",Juazeiro - BA
Futura 7,UFV,31474.8,"-9,68125000","-40,66079166",Juazeiro - BA
Futura 8,UFV,31474.8,"-9,68660278","-40,66440833",Juazeiro - BA
Futura 9,UFV,31474.8,"-9,69105277","-40,66224166",Juazeiro - BA
Futura 10,UFV,31474.8,"-9,69218611","-40,67313611",Juazeiro - BA
Futura 11,UFV,31474.8,"-9,69498333","-40,66480278",Juazeiro - BA
Futura 12,UFV,31474.8,"-9,69854166","-40,67128334",Juazeiro - BA
Futura 13,UFV,31474.8,"-9,70214167","-40,67130833",Juazeiro - BA
Futura 14,UFV,31474.8,"-9,66712500","-40,68939444",Juazeiro - BA
Futura 15,UFV,31474.8,"-9,67275000","-40,68725555",Juazeiro - BA
Futura 16,UFV,31474.8,"-9,67591944","-40,68988611",Juazeiro - BA
Futura 17,UFV,31474.8,"-9,67951667","-40,68825556",Juazeiro - BA
Futura 18,UFV,31474.8,"-9,68275833","-40,69105833",Juazeiro - BA
Futura 19,UFV,31474.8,"-9,68664445","-40,68780833",Juazeiro - BA
Futura 20,UFV,31474.8,"-9,69025834","-40,68632222",Juazeiro - BA
Futura 21,UFV,31474.8,"-9,69368611","-40,69137778",Juazeiro - BA
Futura 22,UFV,31474.8,"-9,69585277","-40,68286111",Juazeiro - BA
Ciranda 3,UFV,49500.0,"-7,94741389","-38,62284722",São José do Belmonte - PE
AC VII,UFV,39496.0,"-15,37226667","-43,78785278",Jaíba - MG
AC VIII,UFV,39496.0,"-15,38061389","-43,78592778",Jaíba - MG
AC IX,UFV,29622.0,"-15,39205278","-43,78731389",Jaíba - MG
AC X,UFV,39496.0,"-15,39651944","-43,80338056",Jaíba - MG
São Gonçalo 10,UFV,50000.0,"-10,11292229","-45,29150844",São Gonçalo do Gurguéia - PI
São Gonçalo 11,UFV,34542.0,"-10,12340106","-45,28871100",São Gonçalo do Gurguéia - PI
São Gonçalo 12,UFV,34542.0,"-10,12027211","-45,28390476",São Gonçalo do Gurguéia - PI
São Gonçalo 14,UFV,43032.0,"-10,11092466","-45,27917116",São Gonçalo do Gurguéia - PI
São Gonçalo 15,UFV,43032.0,"-10,11174166","-45,26591389",São Gonçalo do Gurguéia - PI
São Gonçalo 17,UFV,43032.0,"-10,11607778","-45,27381111",São Gonçalo do Gurguéia - PI
São Gonçalo 18,UFV,43032.0,"-10,10696389","-45,26997222",São Gonçalo do Gurguéia - PI
São Gonçalo 19,UFV,43032.0,"-10,11900000","-45,28104444",São Gonçalo do Gurguéia - PI
São Gonçalo 21,UFV,50000.0,"-10,10576231","-45,27882900",São Gonçalo do Gurguéia - PI
São Gonçalo 22,UFV,50000.0,"-10,09799634","-45,26391746",São Gonçalo do Gurguéia - PI
AC XV,UFV,49370.0,"-15,39809722","-43,83066111",Jaíba - MG
AC XVI,UFV,39496.0,"-15,39641667","-43,80376944",Jaíba - MG
AC XVII,UFV,49370.0,"-15,40055833","-43,80489167",Jaíba - MG
AC XVIII,UFV,39496.0,"-15,40711944","-43,79896667",Jaíba - MG
AC XIX,UFV,39496.0,"-15,40233055","-43,79130555",Jaíba - MG
AC XX,UFV,39496.0,"-15,42549167","-43,81800833",Jaíba - MG
AC XXI,UFV,39496.0,"-15,42923282","-43,80366912",Jaíba - MG
AC XXII,UFV,39496.0,"-15,39840278","-43,78612778",Jaíba - MG
AC XXIII,UFV,39496.0,"-15,41365556","-43,78753333",Jaíba - MG
Santa Rosa e Mundo Novo IV,EOL,33600.0,"-5,87317989","-36,26634909",Cerro Corá - RN
Santa Rosa e Mundo Novo V,EOL,25200.0,"-5,92195150","-36,21256889",São Tomé - RN
Mendubim I,UFV,34500.0,"-5,64584167","-37,06109722",Açu - RN
Mendubim II,UFV,46000.0,"-5,64131389","-37,05913611",Açu - RN
Mendubim III,UFV,37375.0,"-5,63707500","-37,06234722",Açu - RN
Mendubim IV,UFV,31625.0,"-5,64187500","-37,04814167",Açu - RN
Mendubim V,UFV,22240.0,"-5,63299444","-37,03155000",Açu - RN
Mendubim VI,UFV,30580.0,"-5,62617778","-37,02864722",Açu - RN
Mendubim VII,UFV,36140.0,"-5,61902500","-37,02588333",Açu - RN
Mendubim VIII,UFV,33360.0,"-5,61186667","-37,02410278",Açu - RN
Mendubim IX,UFV,40250.0,"-5,62496389","-37,05547222",Açu - RN
Mendubim X,UFV,30580.0,"-5,61963333","-37,06726944",Açu - RN
Mendubim XI,UFV,46000.0,"-5,63178611","-37,05666111",Açu - RN
Mendubim XII,UFV,22240.0,"-5,61817222","-37,04075833",Açu - RN
Mendubim XIII,UFV,41700.0,"-5,62898056","-37,04758889",Açu - RN
Marangatu 4,UFV,30000.0,"-4,09950278","-41,48329444",Brasileira - PI
Marangatu 5,UFV,30000.0,"-4,11422778","-41,49757778",Brasileira - PI
Marangatu 6,UFV,30000.0,"-4,11773889","-41,49170278",Brasileira - PI
Marangatu 1,UFV,30000.0,"-4,09950278","-41,48329444",Brasileira - PI
Marangatu 2,UFV,30000.0,"-4,10622778","-41,48427778",Brasileira - PI
Marangatu 3,UFV,30000.0,"-4,10980278","-41,49275833",Brasileira - PI
Serra do Mel I,UFV,137480.0,"-5,12155528","-37,03030611",Serra do Mel - RN
Serra do Mel II,UFV,103110.0,"-5,12182444","-37,02087333",Serra do Mel - RN
Lar do Sol 1 (Antiga Leo Silveira 1),UFV,49500.0,"-17,36182778","-44,88218889",Pirapora - MG
Lar do Sol 2 (Antiga Léo Silveira 2),UFV,49500.0,"-17,35747777","-44,87386943",Pirapora - MG
Lar do Sol 3 (Antiga Leo Silveira 3),UFV,49500.0,"-17,37134444","-44,92365000",Pirapora - MG
Lar do Sol 4 (Antiga Leo Silveira 4),UFV,49500.0,"-17,37696944","-44,91820278",Pirapora - MG
Lar do Sol 5 (Antiga Leo Silveira 5),UFV,49500.0,"-17,37585000","-44,91971666",Pirapora - MG
Lar do Sol 6 (Antiga Leo Silveira 6),UFV,49500.0,"-17,44087778","-44,92624722",Pirapora - MG
Lar do Sol 7 (Antiga Leo Silveira 7),UFV,49500.0,"-17,34605278","-44,86062500",Pirapora - MG
Lar do Sol 8 (Antiga Leo Silveira 8),UFV,49500.0,"-17,33138889","-44,86916667",Pirapora - MG
Lar do Sol 9 (Antiga Leo Silveira 9),UFV,49500.0,"-17,34888888","-44,87805556",Pirapora - MG
Lar do Sol 10 (Antiga Leo Silveira 10),UFV,49500.0,"-17,34277778","-44,89722222",Pirapora - MG
Lavras 1,UFV,27000.0,"-3,79237500","-38,91821865",Caucaia - CE
Lavras 2,UFV,27000.0,"-3,79511667","-38,91820913",Caucaia - CE
Lavras 3,UFV,27000.0,"-3,79785833","-38,91820913",Caucaia - CE
Lavras 4,UFV,27000.0,"-3,80060000","-38,91820913",Caucaia - CE
Lavras 5,UFV,27000.0,"-3,80332937","-38,91821587",Caucaia - CE
Lavras 6,UFV,26000.0,"-3,80608056","-38,92007778",Caucaia - CE
Lavras 7,UFV,20000.0,"-3,80498889","-38,93750278",Caucaia - CE
Lavras 8,UFV,20000.0,"-3,79939722","-38,93563889",Caucaia - CE
Coremas VIII,UFV,27000.0,"-6,94981222","-38,00240611",Coremas - PB
Aventura IV,EOL,29400.0,"-5,33959433","-35,76744884",Touros - RN
Aventura V,EOL,29400.0,"-5,32626114","-35,79398736",Touros - RN
Canoas 3,EOL,34650.0,"-6,87214936","-36,75935513","Santa Luzia - PB, São José do Sabugi - PB"
Canoas 4,EOL,34650.0,"-6,84358227","-36,73554929",São José do Sabugi - PB
Chafariz 7,EOL,34650.0,"-6,92399290","-36,86074776",Santa Luzia - PB
Costa das Dunas,EOL,28400.0,"-5,25956001","-35,49721423",Touros - RN
Delta 6 II,EOL,24300.0,"-2,70585239","-42,53356868",Paulino Neves - MA
Delta 6 I,EOL,29700.0,"-2,70037078","-42,55823494",Paulino Neves - MA
Delta 5 II,EOL,27000.0,"-2,68475008","-42,57101163",Paulino Neves - MA
Delta 5 I,EOL,27000.0,"-2,66897031","-42,59502381",Paulino Neves - MA
Farol de Touros,EOL,24850.0,"-5,24182797","-35,48799262",Touros - RN
Figueira Branca,EOL,10650.0,"-5,24239370","-35,46152414",Touros - RN
Gameleira,EOL,17750.0,"-5,22484527","-35,47888283",Touros - RN
Lagoa 3,EOL,34650.0,"-6,87119192","-36,82620039",São José do Sabugi - PB
Lagoa 4,EOL,20790.0,"-6,88236186","-36,84149027",Santa Luzia - PB
Baraúnas XV (Antiga Massaroca I),EOL,48510.0,"-9,75010326","-40,97532638",Sento Sé - BA
Baraúnas IV (Antiga Massaroca II),EOL,41580.0,"-9,67418218","-41,11013771",Sento Sé - BA
Monte Verde IV,EOL,46200.0,"-5,48413566","-36,22932255",Lajes - RN
Ventos de Santa Eugenia 01,EOL,51300.0,"-11,38881453","-42,14715142",Uibaí - BA
Ventos de Santa Eugenia 02,EOL,11400.0,"-11,37453368","-42,17721284",Ibipeba - BA
Ventos de Santa Eugenia 03,EOL,39900.0,"-11,40948463","-42,15943416",Uibaí - BA
Ventos de Santa Eugenia 05,EOL,34200.0,"-11,45400602","-42,16921949",Ibipeba - BA
Ventos de Santa Eugenia 06,EOL,34200.0,"-11,48827849","-42,13403787",Uibaí - BA
Ventos de Santa Eugenia 07,EOL,17100.0,"-11,38125707","-42,17558097",Uibaí - BA
Ventos de Santa Eugenia 08,EOL,28500.0,"-11,46907711","-42,16582734",Ibipeba - BA
Ventos de Santa Eugênia 09,EOL,39900.0,"-11,54041079","-42,11596769",Ibipeba - BA
Ventos de Santa Eugenia 10,EOL,45600.0,"-11,50062055","-42,14534355",Ibipeba - BA
Ventos de Santa Eugenia 11,EOL,28500.0,"-11,44346082","-42,15958093",Ibipeba - BA
Ventos de Santa Eugenia 12,EOL,39900.0,"-11,42750927","-42,15787200",Ibipeba - BA
Ventos de Santa Eugênia 13,EOL,45600.0,"-11,52087909","-42,14410409",Ibipeba - BA
Ventos de Santa Eugenia 14,EOL,22800.0,"-11,52678665","-42,11847006",Ibipeba - BA
Ventos de São Roque 01,EOL,49500.0,"-8,76460033","-41,65753217",Dom Inocêncio - PI
Ventos de São Roque 02,EOL,49500.0,"-8,80558762","-41,65038426",Dom Inocêncio - PI
Ventos de São Roque 03,EOL,45600.0,"-8,88224726","-41,62250492",Dom Inocêncio - PI
Ventos de São Roque 04,EOL,49500.0,"-8,82993570","-41,59079920",Dom Inocêncio - PI
Ventos de São Roque 05,EOL,45600.0,"-8,89034953","-41,58322702",Dom Inocêncio - PI
Ventos de São Roque 06,EOL,45600.0,"-8,94394314","-41,57176310",Dom Inocêncio - PI
Ventos de São Roque 07,EOL,45600.0,"-8,94530296","-41,54512598",Dom Inocêncio - PI
Ventos de São Roque 16,EOL,49500.0,"-8,89975679","-41,59113431",Dom Inocêncio - PI
Ventos de São Roque 17,EOL,49500.0,"-8,89749129","-41,55546221",Dom Inocêncio - PI
Ventos de São Roque 18,EOL,49500.0,"-8,91553608","-41,55755448",Dom Inocêncio - PI
Ventos de São Roque 19,EOL,45600.0,"-8,94363645","-41,63940942",Dom Inocêncio - PI
Ventos de São Roque 22,EOL,45600.0,"-8,96301864","-41,67644136",Dom Inocêncio - PI
Ventos de São Roque 26,EOL,45600.0,"-8,96473975","-41,69953165",Dom Inocêncio - PI
Ventos de São Roque 29,EOL,34200.0,"-8,97022672","-41,73056019",Dom Inocêncio - PI
Ventos de São Zacarias 01,EOL,45600.0,"-7,72013455","-40,71532031",Simões - PI
Ventos de São Zacarias 02,EOL,45600.0,"-7,69924853","-40,69932879",Simões - PI
Ventos de São Zacarias 03,EOL,45600.0,"-7,65832663","-40,66889481",Simões - PI
Ventos de São Zacarias 04,EOL,45600.0,"-7,65844388","-40,64783192",Simões - PI
Ventos de São Zacarias 05,EOL,45600.0,"-7,64360159","-40,66542985",Simões - PI
Ventos de São Zacarias 06,EOL,45600.0,"-7,63372384","-40,64519946",Simões - PI
Ventos de São Zacarias 07,EOL,45600.0,"-7,61636092","-40,65996851",Simões - PI
Ventos de São Zacarias 08,EOL,45600.0,"-7,59470395","-40,66974475","Araripina - PE, Simões - PI"
Ventos de São Zacarias 09,EOL,45600.0,"-7,56676600","-40,66453549","Araripina - PE, Simões - PI"
Ventos de São Zacarias 10,EOL,45600.0,"-7,51158824","-40,68905915","Araripina - PE, Simões - PI"
Vila Rio Grande do Norte II,EOL,37800.0,"-5,13275004","-37,02206593",Serra do Mel - RN
Vila Rio Grande do Norte I,EOL,25200.0,"-5,14359943","-37,02203246",Serra do Mel - RN
Vila Sergipe I,EOL,37800.0,"-5,13960042","-37,06235333",Serra do Mel - RN
Vila Sergipe II,EOL,37800.0,"-5,16022061","-37,06210762",Serra do Mel - RN
Vila Sergipe III,EOL,16800.0,"-5,17629412","-37,07919340",Serra do Mel - RN
Serra do Seridó VI,EOL,44000.0,"-6,97312562","-36,80143390",Junco do Seridó - PB
Serra do Seridó VII,EOL,44000.0,"-7,00880865","-36,78330252",Junco do Seridó - PB
Ventos de Santa Martina 01,EOL,63000.0,"-5,77803358","-35,96487591",Caiçara do Rio do Vento - RN
Ventos de Santa Martina 09,EOL,63000.0,"-5,81939578","-35,92287265","Riachuelo - RN, Ruy Barbosa - RN"
Ventos de Santa Martina 10,EOL,63000.0,"-5,85045717","-35,94190732",Ruy Barbosa - RN
Ventos de Santa Martina 11,EOL,63000.0,"-5,78306744","-35,90518492",Riachuelo - RN
Ventos de Santa Martina 12,EOL,63000.0,"-5,75917641","-35,88616492","Bento Fernandes - RN, Riachuelo - RN"
Ventos de Santa Martina 13,EOL,67200.0,"-5,72690326","-35,90400659","Bento Fernandes - RN, Riachuelo - RN"
Ventos de Santa Martina 14,EOL,63000.0,"-5,77094321","-35,92092736","Caiçara do Rio do Vento - RN, Riachuelo - RN"
Vila Maranhão I,EOL,31950.0,"-5,07600796","-36,99304441",Serra do Mel - RN
Vila Maranhão II,EOL,31950.0,"-5,04913316","-36,99447067",Serra do Mel - RN
Vila Maranhão III,EOL,31950.0,"-5,12932520","-37,00519616",Serra do Mel - RN
Marangatu 7,UFV,30000.0,"-4,12038333","-41,43496389",Brasileira - PI
Marangatu 8,UFV,30000.0,"-4,12656111","-41,44551667",Brasileira - PI
Marangatu 9,UFV,30000.0,"-4,12819722","-41,45427778",Brasileira - PI
Marangatu 10,UFV,30000.0,"-4,13429444","-41,45283889",Brasileira - PI
Marangatu 11,UFV,30000.0,"-4,14443611","-41,45518333",Brasileira - PI
Marangatu 12,UFV,30000.0,"-4,14156667","-41,44532778",Brasileira - PI
Panatí 1,UFV,30000.0,"-5,32588333","-38,82318611",Jaguaretama - CE
Panatí 2,UFV,30000.0,"-5,33226111","-38,82165277",Jaguaretama - CE
Panatí 3,UFV,30000.0,"-5,33484444","-38,81440833",Jaguaretama - CE
Panatí 4,UFV,30000.0,"-5,33998333","-38,81587500",Jaguaretama - CE
Panatí 5,UFV,30000.0,"-5,33900834","-38,80727500",Jaguaretama - CE
Panatí 6,UFV,30000.0,"-5,34567500","-38,80689444",Jaguaretama - CE
Sitiá 1,UFV,25000.0,"-5,34742778","-38,80109166",Jaguaretama - CE
Sitiá 2,UFV,25000.0,"-5,34935555","-38,79637777",Jaguaretama - CE
Aura Queimada Nova 02,EOL,50600.0,"-8,63503838","-41,60169382",Lagoa do Barro do Piauí - PI
Delta 7 I,EOL,27000.0,"-2,68088492","-42,60013308",Paulino Neves - MA
Delta 7 II,EOL,35100.0,"-2,69809176","-42,58916916",Paulino Neves - MA
Delta 8 I,EOL,35100.0,"-2,70176031","-42,57046556",Paulino Neves - MA
Monte Verde V,EOL,33600.0,"-5,49238364","-36,25531276",Pedro Avelino - RN
Monte Verde VI,EOL,46200.0,"-5,52282442","-36,27665200",Pedro Avelino - RN
Vila Espírito Santo I (Antiga Potiguar B21),EOL,33600.0,"-5,18694166","-37,11320904",Serra do Mel - RN
Vila Espírito Santo II (Antiga Potiguar B22),EOL,37800.0,"-5,18768642","-37,13565431",Serra do Mel - RN
Vila Espírito Santo III (Antiga Potiguar B23),EOL,37800.0,"-5,19943932","-37,15358551",Serra do Mel - RN
Vila Espírito Santo IV (Antiga Potiguar B24),EOL,37800.0,"-5,22514870","-37,15468292",Serra do Mel - RN
Vila Espírito Santo V (Antiga Potiguar B25),EOL,37800.0,"-5,23467252","-37,13422597",Serra do Mel - RN
Potiguar B 31,EOL,45045.0,"-5,27197180","-37,11385633",Serra do Mel - RN
Potiguar B 32,EOL,48510.0,"-5,28818687","-37,12987212",Serra do Mel - RN
Potiguar B 33,EOL,58905.0,"-5,29206609","-37,15408890",Serra do Mel - RN
Serra da Babilônia B,EOL,31800.0,"-11,12657611","-41,32641931",Morro do Chapéu - BA
Serra da Babilônia C,EOL,26500.0,"-11,13278547","-41,32862823",Morro do Chapéu - BA
Serra da Babilônia D,EOL,31800.0,"-11,14265824","-41,33155279",Morro do Chapéu - BA
Serra da Babilônia E,EOL,26500.0,"-11,14937021","-41,33303391",Morro do Chapéu - BA
Serra da Babilônia F,EOL,21200.0,"-11,15938659","-41,33606986",Morro do Chapéu - BA
Serra do Seridó IX,EOL,49500.0,"-7,00187406","-36,80013241",Junco do Seridó - PB
Serra do Seridó X,EOL,34800.0,"-7,04515918","-36,75352169",Junco do Seridó - PB
Ventos de São Januário 23,EOL,58800.0,"-5,89082297","-35,96082250",Ruy Barbosa - RN
Ventos de São Roque 08,EOL,49500.0,"-8,93520298","-41,60447031",Dom Inocêncio - PI
Ventos de São Roque 11,EOL,49500.0,"-8,82635907","-41,62693128",Dom Inocêncio - PI
Ventos de São Roque 13,EOL,45600.0,"-8,95247792","-41,66989457",Dom Inocêncio - PI
Belmonte 1-1,UFV,50000.0,"-7,85585694","-38,82781750",São José do Belmonte - PE
Belmonte 1-2,UFV,50000.0,"-7,85937694","-38,81279389",São José do Belmonte - PE
Belmonte 1-3,UFV,50000.0,"-7,86359889","-38,83224111",São José do Belmonte - PE
Belmonte 1-4,UFV,5001.0,"-7,86481500","-38,82228028",São José do Belmonte - PE
Belmonte 2-1,UFV,50000.0,"-7,84431111","-38,83301944",São José do Belmonte - PE
Belmonte 2-2,UFV,50000.0,"-7,85595279","-38,84537777",São José do Belmonte - PE
Belmonte 2-3,UFV,50000.0,"-7,85174444","-38,83797778",São José do Belmonte - PE
Belmonte 2-4,UFV,50000.0,"-7,85162222","-38,81721389",São José do Belmonte - PE
Belmonte 2-5,UFV,50000.0,"-7,86377500","-38,84473056",São José do Belmonte - PE
Brejinhos A,EOL,37800.0,"-14,17986019","-42,53302446",Caetité - BA
Brejinhos B,EOL,42000.0,"-14,20685148","-42,53267662",Caetité - BA
Gravier,EOL,71400.0,"-4,75526588","-37,33627220",Icapuí - CE
Boqueirão I,EOL,42000.0,"-5,70306158","-36,12869329",Lajes - RN
Boqueirão II,EOL,37800.0,"-5,70318237","-36,06492330",Caiçara do Rio do Vento - RN
Araxá 1,UFV,45000.0,"-19,75731667","-47,04078300",Araxá - MG
Araxá 2,UFV,45000.0,"-19,77404167","-47,04907500",Araxá - MG
Janaúba 1,UFV,50000.0,"-15,92110556","-43,47683600",Janaúba - MG
Janaúba 2,UFV,50000.0,"-15,92482222","-43,46902500",Janaúba - MG
Janaúba 3,UFV,50000.0,"-15,93401944","-43,47671900",Janaúba - MG
Janaúba 4,UFV,50000.0,"-15,94311667","-43,49198100",Janaúba - MG
Janaúba 5,UFV,50000.0,"-15,94876389","-43,50180800",Janaúba - MG
Janaúba 6,UFV,50000.0,"-15,95475278","-43,50110300",Janaúba - MG
Janaúba 7,UFV,50000.0,"-15,97050278","-43,50518100",Janaúba - MG
Janaúba 8,UFV,50000.0,"-15,97275000","-43,51428600",Janaúba - MG
Janaúba 9,UFV,50000.0,"-15,96121111","-43,51833100",Janaúba - MG
Janaúba 10,UFV,50000.0,"-15,96068333","-43,53094200",Janaúba - MG
Janaúba 11,UFV,50000.0,"-15,96415000","-43,54688889",Janaúba - MG
Janaúba 12,UFV,50000.0,"-15,93676389","-43,50355555",Janaúba - MG
Janaúba 13,UFV,50000.0,"-15,93896389","-43,52501389",Janaúba - MG
Janaúba 14,UFV,50000.0,"-15,94684722","-43,51805556",Janaúba - MG
Janaúba 15,UFV,50000.0,"-15,94928889","-43,52740000",Janaúba - MG
Janaúba 16,UFV,50000.0,"-15,94102500","-43,53976666",Janaúba - MG
Janaúba 17,UFV,50000.0,"-15,91896944","-43,54649167",Janaúba - MG
Janaúba 18,UFV,50000.0,"-15,92294722","-43,53449722",Janaúba - MG
Janaúba 19,UFV,50000.0,"-15,91762222","-43,52173333",Janaúba - MG
Janaúba 20,UFV,50000.0,"-15,91333056","-43,50762777",Janaúba - MG
Serrote I,EOL,25200.0,"-3,26667793","-39,32987693",Trairi - CE
Serrote II,EOL,25200.0,"-3,28824470","-39,33275542",Trairi - CE
Serrote III,EOL,21000.0,"-3,30439568","-39,35214991",Trairi - CE
Serrote IV,EOL,16800.0,"-3,30767441","-39,39025422",Trairi - CE
Serrote V,EOL,29400.0,"-3,31736248","-39,36953649",Trairi - CE
Serrote VI,EOL,29400.0,"-3,22750815","-39,37286985",Trairi - CE
Serrote VII,EOL,29400.0,"-3,31572280","-39,32438410",Trairi - CE
Serrote VIII,EOL,29400.0,"-3,33803974","-39,32940539",Trairi - CE
Ribeiro Gonçalves I,UFV,16929.0,"-7,65785556","-45,18700833",Ribeiro Gonçalves - PI
Ribeiro Gonçalves II,UFV,40755.0,"-7,66613611","-45,17949445",Ribeiro Gonçalves - PI
Ribeiro Gonçalves III,UFV,40755.0,"-7,68213889","-45,17405277",Ribeiro Gonçalves - PI
Ribeiro Gonçalves IV,UFV,20691.0,"-7,67577778","-45,17897222",Ribeiro Gonçalves - PI
Ribeiro Gonçalves VI,UFV,36993.0,"-7,66786666","-45,17254166",Ribeiro Gonçalves - PI
Kairós Wind 2 (Antiga Mutamba X),EOL,36000.0,"-4,74022421","-37,38828139",Icapuí - CE
Bom Nome 1-5,UFV,50000.0,"-7,88400000","-38,69473179",São José do Belmonte - PE
Bom Nome 1-6,UFV,50000.0,"-7,88532222","-38,70541389",São José do Belmonte - PE
Hélio Valgas 1,UFV,50000.0,"-17,53559166","-44,77671389",Várzea da Palma - MG
Hélio Valgas 2,UFV,50000.0,"-17,52400000","-44,79363889",Várzea da Palma - MG
Hélio Valgas 3,UFV,50000.0,"-17,54585278","-44,62861944",Várzea da Palma - MG
Hélio Valgas 4,UFV,50000.0,"-17,52021389","-44,80493333",Várzea da Palma - MG
Hélio Valgas 5,UFV,50000.0,"-17,51728333","-44,78419167",Várzea da Palma - MG
Hélio Valgas 6,UFV,50000.0,"-17,50235833","-44,80338333",Várzea da Palma - MG
Hélio Valgas 7,UFV,50000.0,"-17,49737222","-44,81794445",Várzea da Palma - MG
Hélio Valgas 8,UFV,50000.0,"-17,49043611","-44,80840833",Várzea da Palma - MG
Hélio Valgas 9,UFV,50000.0,"-17,49407500","-44,79283889",Várzea da Palma - MG
Hélio Valgas 10,UFV,50000.0,"-17,48416944","-44,79046944",Várzea da Palma - MG
Jaíba CN,UFV,40000.0,"-15,31693880","-43,62468316",Jaíba - MG
Jaíba CE,UFV,40000.0,"-15,31074722","-43,61703333",Jaíba - MG
Jaíba N,UFV,20000.0,"-15,30721944","-43,63073611",Jaíba - MG
Jaíba C,UFV,40000.0,"-15,32318885","-43,62879167",Jaíba - MG
Jaíba CO,UFV,40000.0,"-15,31813056","-43,64209166",Jaíba - MG
Jaíba L2,UFV,20000.0,"-15,33213055","-43,60812509",Jaíba - MG
Jaíba NO2,UFV,40000.0,"-15,30830000","-43,64070000",Jaíba - MG
Jaíba NE2,UFV,40000.0,"-15,30318078","-43,60960826",Jaíba - MG
Jaíba SE2,UFV,40000.0,"-15,34178332","-43,61339988",Jaíba - MG
Jaíba SO,UFV,40000.0,"-15,32845816","-43,64000292",Jaíba - MG
Jaíba NE3,UFV,40000.0,"-15,31122497","-43,60062500",Jaíba - MG
Jaíba S,UFV,40000.0,"-15,34073594","-43,62999971",Jaíba - MG
Jaíba O,UFV,20000.0,"-15,32391389","-43,64875000",Jaíba - MG
Jaíba NO1,UFV,40000.0,"-15,31424444","-43,65175833",Jaíba - MG
Jaíba NE1,UFV,40000.0,"-15,29834722","-43,61909444",Jaíba - MG
Jaíba SE1,UFV,40000.0,"-15,32997778","-43,61865278",Jaíba - MG
Jaíba L1,UFV,40000.0,"-15,32170554","-43,60491667",Jaíba - MG
Jaíba CS,UFV,40000.0,"-15,33219168","-43,62942222",Jaíba - MG
Rio do Peixe I,UFV,34400.0,"-6,79295852","-38,48397479",São João do Rio do Peixe - PB
Rio do Peixe II,UFV,34400.0,"-6,80147499","-38,47673611",São João do Rio do Peixe - PB
Catanduba RN I,EOL,49500.0,"-5,33098618","-36,18913339",Jandaíra - RN
Catanduba RN II,EOL,49500.0,"-5,36713408","-36,20381546",Jandaíra - RN
Advogado Eduardo Soares (Antiga Boa Esperança),UFV,85000.0,"-16,72708889","-44,05634722",Montes Claros - MG
Belmonte 2-6,UFV,50000.0,"-7,87568611","-38,84341389",São José do Belmonte - PE
Serra do Seridó XI,EOL,46400.0,"-6,97498691","-36,83449160",Santa Luzia - PB
Serra do Seridó XII,EOL,40600.0,"-7,03776470","-36,80484064",Santa Luzia - PB
Serra do Seridó XIV,EOL,34800.0,"-6,93327505","-36,78877399",Junco do Seridó - PB
Juazeiro V,UFV,47292.0,"-9,52640556","-40,48113600",Juazeiro - BA
Juazeiro VI,UFV,47292.0,"-9,52155833","-40,46548900",Juazeiro - BA
Juazeiro VII,UFV,47292.0,"-9,53602222","-40,48612500",Juazeiro - BA
Ribeiro Gonçalves VII,UFV,33545.0,"-7,67597222","-45,16527222",Ribeiro Gonçalves - PI
Ribeiro Gonçalves VIII,UFV,33545.0,"-7,67683888","-45,17095000",Ribeiro Gonçalves - PI
Oitis 10,EOL,49500.0,"-9,05061430","-41,77281904",Dom Inocêncio - PI
Oitis 2,EOL,27500.0,"-9,00510111","-41,72744856",Dom Inocêncio - PI
Oitis 21,EOL,44000.0,"-9,03160148","-41,70058954",Casa Nova - BA
Oitis 22,EOL,49500.0,"-9,07383623","-41,71480375",Casa Nova - BA
Oitis 3,EOL,49500.0,"-9,00625484","-41,74846013",Dom Inocêncio - PI
Oitis 4,EOL,49500.0,"-9,02243418","-41,75000946",Dom Inocêncio - PI
